customer_id,city,pincode,gender,age,registration_date,has_rx_upload,has_subscription,preferred_store,loyalty_tier
C-000026,Mumbai,400086,M,29,2023-12-04,False,False,WF-002,Bronze
C-000027,Pune,411045,F,41,2026-01-16,False,False,WF-015,Bronze
C-000028,Bengaluru,560034,M,33,2024-01-01,False,False,WF-030,Gold
C-000029,Pune,411014,F,29,2024-01-31,False,False,WF-013,Silver
C-000030,Pune,411021,M,33,2023-06-10,False,False,WF-013,Bronze
C-000031,Thane,400601,F,55,2023-10-23,False,False,WF-022,Silver
C-000032,Mumbai,400069,F,37,2024-09-03,False,True,WF-009,Silver
C-000033,Thane,400610,F,62,2024-02-16,False,False,WF-019,Gold
C-000034,Mumbai,400053,M,18,2023-05-09,False,False,WF-008,Gold
C-000035,Goa,403001,M,30,2024-05-26,True,True,WF-028,Silver
C-000036,Mumbai,400072,F,43,2023-06-28,False,False,WF-005,Silver
C-000037,Mumbai,400001,M,53,2026-03-04,False,False,WF-012,Bronze
C-000038,Mumbai,400069,F,43,2026-03-19,False,False,WF-010,Bronze
C-000039,Goa,403001,F,49,2024-11-02,True,False,WF-028,Bronze
C-000040,Bengaluru,560001,F,58,2024-01-04,False,False,WF-029,Bronze
C-000041,Mumbai,400086,M,37,2023-11-23,False,False,WF-010,Platinum
C-000042,Navi Mumbai,400709,M,28,2023-11-21,False,False,WF-025,Bronze
C-000043,Navi Mumbai,400709,F,52,2024-03-09,False,True,WF-024,Silver
C-000044,Bengaluru,560034,F,59,2023-06-08,False,False,WF-029,Gold
C-000045,Bengaluru,560034,M,51,2023-05-15,True,False,WF-030,Bronze
C-000046,Pune,411021,F,45,2025-05-14,False,False,WF-014,Bronze
C-000047,Goa,403001,F,44,2024-01-08,False,False,WF-028,Platinum
C-000048,Mumbai,400092,M,45,2024-08-23,False,False,WF-005,Bronze
C-000049,Mumbai,400069,F,40,2024-05-20,False,True,WF-005,Silver
C-000050,Mumbai,400053,F,45,2024-03-20,False,False,WF-003,Silver
C-000051,Mumbai,400058,F,26,2025-05-22,False,False,WF-006,Silver
C-000052,Pune,411038,F,38,2023-05-06,True,False,WF-016,Gold
C-000053,Goa,403001,M,34,2023-10-07,False,False,WF-028,Silver
C-000054,Pune,411004,F,32,2024-11-24,False,False,WF-018,Bronze
C-000055,Goa,403001,F,35,2026-02-22,False,False,WF-028,Silver
C-000056,Mumbai,400053,M,23,2025-06-02,False,False,WF-010,Silver
C-000057,Mumbai,400069,F,31,2024-05-17,False,False,WF-006,Silver
C-000058,Pune,411038,M,35,2023-08-28,True,False,WF-017,Bronze
C-000059,Mumbai,400058,M,44,2024-05-21,False,False,WF-001,Bronze
C-000060,Mumbai,400069,M,18,2025-12-25,False,False,WF-009,Bronze
C-000061,Nashik,422001,M,18,2023-10-03,False,True,WF-027,Bronze
C-000062,Navi Mumbai,400703,M,42,2024-03-09,False,False,WF-023,Silver
C-000063,Navi Mumbai,400709,M,37,2024-02-09,False,True,WF-024,Bronze
C-000064,Goa,403001,F,50,2023-12-23,False,False,WF-028,Bronze
C-000065,Goa,403001,M,51,2024-10-13,False,False,WF-028,Gold
C-000066,Pune,411045,M,18,2024-02-12,True,False,WF-017,Bronze
C-000067,Thane,400602,F,54,2024-03-12,True,True,WF-022,Silver
C-000068,Mumbai,400097,F,70,2023-07-17,False,False,WF-002,Bronze
C-000069,Pune,411014,Other,40,2025-09-30,True,False,WF-014,Gold
C-000070,Thane,400610,M,30,2023-11-12,False,False,WF-022,Bronze
C-000071,Mumbai,400092,M,34,2025-02-14,True,False,WF-006,Silver
C-000072,Mumbai,400092,F,32,2023-10-23,True,False,WF-008,Silver
C-000073,Mumbai,400064,F,26,2023-12-24,False,True,WF-010,Bronze
C-000074,Mumbai,400097,F,20,2024-05-07,False,True,WF-005,Gold
C-000075,Pune,411021,M,35,2024-01-10,False,False,WF-017,Silver
C-000076,Goa,403001,F,29,2025-06-07,False,False,WF-028,Silver
C-000077,Thane,400602,M,47,2023-12-20,True,False,WF-021,Bronze
C-000078,Thane,400602,F,50,2025-05-29,False,False,WF-019,Bronze
C-000079,Bengaluru,560001,F,43,2023-09-14,True,False,WF-029,Bronze
C-000080,Thane,400607,F,38,2026-01-13,False,False,WF-022,Gold
C-000081,Thane,400610,F,25,2023-11-17,False,False,WF-020,Silver
C-000082,Bengaluru,560034,F,47,2023-11-02,False,False,WF-029,Bronze
C-000083,Nashik,422005,M,59,2024-01-14,False,False,WF-026,Gold
C-000084,Goa,403001,M,36,2023-09-10,False,False,WF-028,Silver
C-000085,Thane,400607,M,40,2023-08-13,False,False,WF-020,Silver
C-000086,Goa,403001,M,71,2024-10-11,False,False,WF-028,Bronze
C-000087,Navi Mumbai,400709,M,35,2024-10-27,False,False,WF-023,Gold
C-000088,Nashik,422001,F,18,2024-08-01,False,False,WF-027,Silver
C-000089,Mumbai,400001,F,18,2025-04-10,False,False,WF-004,Silver
C-000090,Thane,400610,M,66,2023-10-15,False,False,WF-022,Silver
C-000091,Mumbai,400064,F,42,2023-05-28,False,False,WF-005,Bronze
C-000092,Navi Mumbai,400703,F,66,2024-07-01,False,False,WF-025,Gold
C-000093,Pune,411021,F,49,2025-05-17,True,False,WF-018,Gold
C-000094,Navi Mumbai,400706,F,57,2024-11-24,False,False,WF-023,Bronze
C-000095,Mumbai,400050,F,29,2023-12-21,False,False,WF-007,Silver
C-000096,Mumbai,400076,F,29,2023-09-05,True,False,WF-008,Silver
C-000097,Pune,411014,M,25,2023-05-24,False,True,WF-018,Gold
C-000098,Navi Mumbai,400709,F,49,2023-10-23,False,False,WF-024,Silver
C-000099,Pune,411014,M,30,2023-09-26,True,True,WF-018,Bronze
C-000100,Navi Mumbai,400706,Other,39,2025-05-29,False,False,WF-025,Gold
C-000101,Pune,411045,M,34,2025-04-22,False,False,WF-014,Silver
C-000102,Navi Mumbai,400706,F,18,2023-08-06,False,False,WF-025,Bronze
C-000103,Goa,403001,M,34,2024-06-18,False,False,WF-028,Bronze
C-000104,Pune,411014,M,36,2023-06-27,False,False,WF-018,Bronze
C-000105,Navi Mumbai,400709,M,18,2023-05-07,False,False,WF-023,Gold
C-000106,Thane,400601,F,44,2023-09-21,False,False,WF-020,Bronze
C-000107,Mumbai,400053,Other,52,2023-12-21,False,False,WF-008,Silver
C-000108,Goa,403001,M,32,2026-01-15,False,False,WF-028,Bronze
C-000109,Pune,411014,F,52,2024-02-10,False,False,WF-015,Silver
C-000110,Navi Mumbai,400706,M,54,2023-11-01,True,False,WF-023,Silver
C-000111,Mumbai,400076,M,45,2023-07-07,False,False,WF-007,Gold
C-000112,Mumbai,400080,F,63,2025-10-02,False,False,WF-012,Silver
C-000113,Bengaluru,560034,F,18,2023-05-04,False,False,WF-029,Silver
C-000114,Thane,400607,M,39,2024-10-03,False,False,WF-022,Silver
C-000115,Thane,400610,F,54,2025-07-28,False,False,WF-021,Bronze
C-000116,Goa,403001,F,30,2025-05-25,False,True,WF-028,Silver
C-000117,Thane,400602,M,29,2024-08-14,False,False,WF-021,Bronze
C-000118,Nashik,422001,F,24,2023-06-18,False,False,WF-026,Silver
C-000119,Thane,400607,M,40,2025-01-26,True,False,WF-020,Silver
C-000120,Mumbai,400072,M,49,2024-06-26,False,False,WF-006,Bronze
C-000121,Pune,411001,M,64,2023-06-17,False,False,WF-018,Gold
C-000122,Pune,411045,F,18,2023-06-21,False,True,WF-016,Bronze
C-000123,Nashik,422001,M,43,2025-06-26,False,False,WF-027,Silver
C-000124,Mumbai,400058,M,51,2025-02-09,False,False,WF-010,Silver
C-000125,Nashik,422005,M,24,2024-06-25,False,False,WF-026,Bronze
C-000126,Thane,400601,F,24,2024-08-18,False,False,WF-020,Bronze
C-000127,Mumbai,400053,M,37,2023-11-20,False,False,WF-010,Silver
C-000128,Mumbai,400001,M,18,2024-11-27,False,False,WF-007,Silver
C-000129,Nashik,422005,M,53,2025-09-17,False,True,WF-026,Bronze
C-000130,Thane,400610,F,40,2023-09-14,True,False,WF-020,Silver
C-000131,Goa,403001,F,35,2023-05-18,False,False,WF-028,Bronze
C-000132,Mumbai,400097,M,51,2024-10-09,False,False,WF-007,Bronze
C-000133,Thane,400610,F,69,2024-01-08,False,False,WF-022,Gold
C-000134,Mumbai,400086,F,60,2024-03-23,False,False,WF-005,Bronze
C-000135,Pune,411001,F,18,2025-05-15,False,False,WF-014,Silver
C-000136,Nashik,422005,M,47,2025-10-22,False,False,WF-027,Bronze
C-000137,Mumbai,400076,M,64,2025-09-07,False,False,WF-001,Bronze
C-000138,Mumbai,400064,F,54,2025-11-11,True,True,WF-004,Bronze
C-000139,Thane,400602,F,55,2023-11-24,False,False,WF-020,Bronze
C-000140,Mumbai,400064,F,43,2025-10-02,False,False,WF-005,Bronze
C-000141,Pune,411001,F,19,2026-01-13,False,True,WF-014,Silver
C-000142,Thane,400607,M,18,2024-08-12,False,False,WF-019,Bronze
C-000143,Bengaluru,560034,F,38,2026-04-06,False,False,WF-030,Bronze
C-000144,Pune,411045,F,26,2025-02-21,False,False,WF-015,Bronze
C-000145,Nashik,422001,M,28,2024-02-17,False,False,WF-027,Bronze
C-000146,Pune,411004,M,47,2025-06-22,False,False,WF-018,Bronze
C-000147,Nashik,422001,F,66,2023-08-18,False,False,WF-026,Gold
C-000148,Pune,411045,F,35,2025-02-15,True,True,WF-016,Bronze
C-000149,Pune,411021,F,19,2025-07-10,False,True,WF-017,Silver
C-000150,Navi Mumbai,400709,M,62,2026-01-04,False,False,WF-024,Bronze
C-000151,Mumbai,400001,F,18,2026-04-17,False,False,WF-006,Silver
C-000152,Mumbai,400092,M,34,2023-09-06,False,False,WF-011,Bronze
C-000153,Mumbai,400001,F,46,2025-11-12,False,False,WF-011,Platinum
C-000154,Bengaluru,560034,F,18,2025-08-06,False,False,WF-030,Bronze
C-000155,Thane,400602,F,31,2024-01-27,False,False,WF-022,Silver
C-000156,Bengaluru,560034,F,48,2024-06-30,False,False,WF-029,Bronze
C-000157,Goa,403001,F,56,2025-09-07,False,False,WF-028,Gold
C-000158,Mumbai,400080,F,23,2024-09-10,True,False,WF-001,Bronze
C-000159,Mumbai,400072,F,42,2024-10-14,False,True,WF-009,Silver
C-000160,Goa,403001,M,28,2023-12-24,True,False,WF-028,Gold
C-000161,Bengaluru,560001,F,35,2023-11-26,True,False,WF-029,Bronze
C-000162,Thane,400601,F,73,2025-12-27,False,False,WF-020,Gold
C-000163,Mumbai,400001,F,32,2026-01-18,False,True,WF-003,Bronze
C-000164,Pune,411001,F,38,2026-01-20,False,False,WF-013,Bronze
C-000165,Thane,400607,M,33,2024-09-29,False,False,WF-019,Bronze
C-000166,Pune,411038,M,37,2025-10-17,False,False,WF-016,Silver
C-000167,Mumbai,400050,F,49,2026-04-19,False,False,WF-004,Silver
C-000168,Mumbai,400097,F,66,2024-02-10,False,False,WF-009,Bronze
C-000169,Mumbai,400069,M,50,2023-05-08,False,False,WF-006,Bronze
C-000170,Mumbai,400072,M,31,2026-02-27,False,False,WF-007,Bronze
C-000171,Navi Mumbai,400703,M,28,2023-12-15,False,True,WF-023,Bronze
C-000172,Nashik,422005,F,52,2023-05-11,True,False,WF-027,Bronze
C-000173,Navi Mumbai,400709,M,62,2025-01-24,False,False,WF-025,Bronze
C-000174,Nashik,422005,M,36,2023-06-19,False,False,WF-027,Silver
C-000175,Mumbai,400050,M,42,2024-03-07,False,False,WF-006,Silver
C-000176,Navi Mumbai,400703,F,55,2023-07-24,True,False,WF-024,Gold
C-000177,Mumbai,400058,F,27,2023-07-04,False,False,WF-002,Bronze
C-000178,Nashik,422005,F,34,2024-07-28,False,False,WF-026,Gold
C-000179,Mumbai,400050,F,48,2025-01-26,False,False,WF-005,Silver
C-000180,Thane,400607,F,46,2023-09-16,True,False,WF-021,Bronze
C-000181,Nashik,422005,M,30,2023-07-04,False,False,WF-027,Bronze
C-000182,Thane,400601,F,27,2023-08-25,False,False,WF-020,Silver
C-000183,Thane,400607,M,27,2023-07-28,False,False,WF-021,Silver
C-000184,Mumbai,400092,F,39,2025-04-21,False,False,WF-007,Gold
C-000185,Mumbai,400092,M,20,2025-03-02,False,False,WF-011,Bronze
C-000186,Thane,400601,M,39,2024-01-23,True,False,WF-019,Silver
C-000187,Mumbai,400072,F,33,2025-02-12,False,False,WF-004,Bronze
C-000188,Mumbai,400080,F,18,2024-12-25,False,False,WF-001,Bronze
C-000189,Mumbai,400069,F,38,2023-08-30,False,False,WF-008,Bronze
C-000190,Pune,411001,M,18,2025-06-17,False,False,WF-016,Bronze
C-000191,Pune,411038,M,51,2023-08-16,True,False,WF-013,Platinum
C-000192,Thane,400601,M,28,2025-05-17,False,False,WF-022,Bronze
C-000193,Nashik,422005,F,21,2023-05-21,True,False,WF-027,Platinum
C-000194,Nashik,422005,F,48,2024-08-20,False,False,WF-026,Silver
C-000195,Pune,411014,M,33,2025-10-31,False,False,WF-015,Bronze
C-000196,Thane,400607,M,18,2024-02-04,False,False,WF-019,Silver
C-000197,Pune,411004,F,37,2024-03-31,False,False,WF-017,Silver
C-000198,Mumbai,400053,F,54,2026-03-01,True,True,WF-003,Silver
C-000199,Navi Mumbai,400703,M,45,2025-08-05,False,False,WF-025,Bronze
C-000200,Navi Mumbai,400709,M,44,2025-08-19,False,False,WF-024,Bronze
C-000201,Mumbai,400053,F,51,2023-10-21,False,False,WF-005,Platinum
C-000202,Mumbai,400064,F,18,2025-01-12,False,False,WF-012,Silver
C-000203,Goa,403001,M,35,2023-12-08,False,False,WF-028,Bronze
C-000204,Pune,411038,M,35,2024-09-06,False,False,WF-014,Bronze
C-000205,Nashik,422005,F,53,2025-05-23,True,True,WF-026,Silver
C-000206,Mumbai,400086,F,38,2023-09-02,False,False,WF-005,Bronze
C-000207,Mumbai,400092,F,18,2025-03-30,False,False,WF-001,Bronze
C-000208,Pune,411038,M,61,2023-06-22,False,False,WF-018,Bronze
C-000209,Goa,403001,M,37,2023-09-28,False,True,WF-028,Bronze
C-000210,Mumbai,400053,M,18,2025-01-03,False,False,WF-001,Gold
C-000211,Bengaluru,560034,F,25,2024-08-05,False,False,WF-029,Platinum
C-000212,Pune,411045,M,45,2023-07-17,False,False,WF-018,Gold
C-000213,Thane,400610,M,37,2024-02-20,False,False,WF-020,Silver
C-000214,Nashik,422001,M,18,2025-08-15,False,False,WF-027,Silver
C-000215,Thane,400610,F,19,2024-11-19,True,False,WF-021,Silver
C-000216,Nashik,422005,M,48,2025-01-13,False,False,WF-026,Platinum
C-000217,Mumbai,400076,M,27,2024-10-01,False,False,WF-003,Silver
C-000218,Mumbai,400072,F,49,2024-02-25,False,False,WF-010,Silver
C-000219,Pune,411038,F,47,2025-12-01,True,False,WF-018,Bronze
C-000220,Thane,400610,F,18,2025-07-31,False,False,WF-019,Silver
C-000221,Pune,411004,F,26,2025-12-13,False,False,WF-015,Gold
C-000222,Nashik,422001,M,38,2023-10-07,False,False,WF-026,Bronze
C-000223,Bengaluru,560034,F,44,2023-10-25,False,False,WF-030,Bronze
C-000224,Mumbai,400064,F,45,2023-10-01,True,False,WF-011,Bronze
C-000225,Navi Mumbai,400703,M,23,2024-06-08,True,False,WF-023,Silver
C-000226,Mumbai,400086,Other,58,2024-02-08,False,True,WF-002,Bronze
C-000227,Mumbai,400076,M,27,2023-07-19,False,False,WF-004,Bronze
C-000228,Goa,403001,F,30,2023-12-29,False,False,WF-028,Bronze
C-000229,Thane,400602,M,56,2024-11-24,False,False,WF-019,Gold
C-000230,Mumbai,400086,F,45,2024-11-26,False,False,WF-011,Gold
C-000231,Pune,411014,M,41,2025-10-24,False,False,WF-015,Bronze
C-000232,Thane,400607,F,35,2024-09-24,False,False,WF-021,Gold
C-000233,Navi Mumbai,400706,M,22,2025-12-11,False,False,WF-023,Silver
C-000234,Nashik,422005,M,56,2024-01-16,True,False,WF-026,Bronze
C-000235,Mumbai,400050,F,26,2024-03-11,False,True,WF-012,Bronze
C-000236,Mumbai,400086,M,44,2023-11-17,False,False,WF-008,Bronze
C-000237,Goa,403001,F,62,2023-08-23,False,False,WF-028,Bronze
C-000238,Pune,411021,F,39,2023-11-17,False,False,WF-014,Bronze
C-000239,Pune,411038,M,26,2025-12-13,False,False,WF-016,Bronze
C-000240,Navi Mumbai,400709,F,50,2023-06-04,False,False,WF-025,Silver
C-000241,Navi Mumbai,400706,M,21,2026-03-06,True,False,WF-025,Bronze
C-000242,Mumbai,400064,F,20,2024-11-27,True,False,WF-007,Silver
C-000243,Thane,400601,M,64,2023-07-23,False,True,WF-020,Bronze
C-000244,Mumbai,400050,Other,25,2026-03-02,False,False,WF-005,Bronze
C-000245,Mumbai,400050,M,18,2023-09-24,False,False,WF-001,Bronze
C-000246,Pune,411021,F,32,2023-12-03,False,False,WF-015,Bronze
C-000247,Mumbai,400001,M,42,2024-07-25,False,False,WF-005,Bronze
C-000248,Pune,411004,M,34,2025-01-11,False,False,WF-017,Bronze
C-000249,Mumbai,400076,M,51,2024-12-20,False,False,WF-002,Bronze
C-000250,Mumbai,400097,M,47,2023-06-19,False,True,WF-012,Bronze
C-000251,Mumbai,400086,M,39,2023-10-19,False,False,WF-004,Bronze
C-000252,Thane,400610,F,51,2023-12-23,True,False,WF-022,Silver
C-000253,Nashik,422005,M,40,2025-10-15,False,False,WF-027,Bronze
C-000254,Nashik,422005,F,32,2023-08-31,False,True,WF-026,Bronze
C-000255,Goa,403001,M,29,2025-06-17,True,False,WF-028,Bronze
C-000256,Thane,400601,M,38,2024-01-26,False,False,WF-020,Bronze
C-000257,Thane,400601,M,41,2023-11-27,False,False,WF-021,Silver
C-000258,Pune,411038,M,31,2023-08-10,False,False,WF-013,Silver
C-000259,Navi Mumbai,400709,F,40,2024-11-24,True,False,WF-025,Bronze
C-000260,Mumbai,400064,F,29,2026-01-30,False,False,WF-004,Bronze
C-000261,Navi Mumbai,400703,F,35,2023-05-09,True,True,WF-025,Bronze
C-000262,Mumbai,400086,F,33,2023-05-18,False,False,WF-011,Bronze
C-000263,Goa,403001,M,25,2025-09-26,False,False,WF-028,Platinum
C-000264,Thane,400601,M,43,2023-11-15,False,False,WF-019,Platinum
C-000265,Mumbai,400069,M,41,2023-08-10,True,False,WF-001,Bronze
C-000266,Mumbai,400086,F,29,2023-11-06,False,False,WF-010,Bronze
C-000267,Mumbai,400080,M,30,2023-07-28,False,False,WF-012,Silver
C-000268,Mumbai,400086,M,46,2025-01-18,False,False,WF-012,Bronze
C-000269,Navi Mumbai,400703,M,42,2024-03-08,True,False,WF-025,Platinum
C-000270,Navi Mumbai,400709,F,29,2024-07-25,False,False,WF-023,Bronze
C-000271,Pune,411001,M,30,2025-11-29,False,False,WF-013,Bronze
C-000272,Thane,400602,F,45,2023-07-12,False,False,WF-021,Bronze
C-000273,Navi Mumbai,400706,F,35,2025-04-09,False,False,WF-025,Bronze
C-000274,Pune,411021,F,53,2023-05-14,False,False,WF-018,Silver
C-000275,Mumbai,400069,M,49,2024-06-11,False,False,WF-011,Bronze
C-000276,Navi Mumbai,400709,M,48,2025-06-11,False,False,WF-024,Platinum
C-000277,Mumbai,400069,M,33,2025-05-28,False,True,WF-002,Platinum
C-000278,Pune,411004,F,30,2024-08-01,True,False,WF-013,Gold
C-000279,Pune,411001,M,38,2025-07-14,False,False,WF-015,Bronze
C-000280,Navi Mumbai,400706,M,30,2026-03-23,False,False,WF-025,Bronze
C-000281,Pune,411014,F,29,2025-03-14,False,False,WF-015,Silver
C-000282,Navi Mumbai,400703,M,18,2026-02-05,False,False,WF-023,Silver
C-000283,Mumbai,400001,M,27,2023-05-12,False,False,WF-010,Silver
C-000284,Mumbai,400001,M,31,2024-02-27,False,False,WF-008,Gold
C-000285,Pune,411038,F,30,2023-05-26,True,False,WF-014,Gold
C-000286,Navi Mumbai,400703,M,32,2025-01-23,True,False,WF-025,Gold
C-000287,Mumbai,400058,M,34,2024-07-25,False,False,WF-011,Bronze
C-000288,Pune,411045,F,48,2024-06-28,False,False,WF-017,Silver
C-000289,Mumbai,400050,F,18,2023-08-24,False,False,WF-005,Bronze
C-000290,Mumbai,400076,Other,25,2025-10-02,True,False,WF-007,Bronze
C-000291,Pune,411021,F,37,2025-02-28,False,False,WF-017,Bronze
C-000292,Mumbai,400080,M,36,2023-07-04,False,False,WF-010,Silver
C-000293,Mumbai,400064,M,45,2025-10-07,True,False,WF-010,Platinum
C-000294,Navi Mumbai,400706,M,45,2026-03-11,False,False,WF-024,Gold
C-000295,Nashik,422001,M,24,2023-12-09,True,False,WF-027,Silver
C-000296,Bengaluru,560034,F,47,2024-02-04,False,False,WF-030,Bronze
C-000297,Mumbai,400064,M,45,2025-04-01,False,False,WF-005,Gold
C-000298,Pune,411021,F,18,2024-10-17,False,False,WF-017,Gold
C-000299,Pune,411045,M,46,2025-05-08,False,False,WF-014,Bronze
C-000300,Pune,411021,F,45,2025-12-07,False,True,WF-013,Gold
C-000301,Mumbai,400064,F,68,2025-12-13,False,False,WF-004,Silver
C-000302,Navi Mumbai,400709,F,18,2025-11-28,False,False,WF-025,Bronze
C-000303,Navi Mumbai,400703,F,22,2023-11-14,False,False,WF-025,Bronze
C-000304,Pune,411045,F,32,2024-12-24,False,False,WF-015,Platinum
C-000305,Navi Mumbai,400706,M,39,2025-03-21,False,False,WF-025,Gold
C-000306,Goa,403001,M,28,2024-02-24,False,False,WF-028,Silver
C-000307,Mumbai,400064,Other,48,2024-11-24,False,False,WF-008,Bronze
C-000308,Thane,400601,F,48,2024-06-20,False,False,WF-022,Bronze
C-000309,Mumbai,400092,M,28,2023-09-03,False,False,WF-003,Bronze
C-000310,Navi Mumbai,400706,M,39,2024-09-19,False,False,WF-024,Bronze
C-000311,Mumbai,400076,F,57,2025-06-23,False,False,WF-009,Silver
C-000312,Navi Mumbai,400709,F,49,2023-10-30,False,False,WF-023,Bronze
C-000313,Mumbai,400064,M,31,2025-02-02,False,False,WF-010,Bronze
C-000314,Pune,411038,M,18,2023-05-11,True,False,WF-016,Bronze
C-000315,Bengaluru,560001,M,39,2026-03-05,False,False,WF-029,Bronze
C-000316,Mumbai,400069,F,38,2023-09-28,False,False,WF-010,Bronze
C-000317,Thane,400601,F,25,2024-02-14,False,False,WF-020,Platinum
C-000318,Bengaluru,560001,M,29,2023-11-20,False,False,WF-030,Silver
C-000319,Mumbai,400080,M,47,2025-11-06,False,False,WF-005,Bronze
C-000320,Mumbai,400092,M,52,2024-01-05,False,False,WF-001,Silver
C-000321,Mumbai,400086,F,44,2023-07-06,True,False,WF-011,Silver
C-000322,Mumbai,400064,F,43,2024-06-21,False,False,WF-005,Silver
C-000323,Nashik,422005,M,37,2025-04-01,False,False,WF-027,Bronze
C-000324,Mumbai,400097,F,26,2023-09-03,True,False,WF-002,Bronze
C-000325,Nashik,422001,F,35,2026-01-07,False,False,WF-026,Bronze
C-000326,Mumbai,400080,F,18,2025-03-27,False,False,WF-011,Bronze
C-000327,Pune,411014,M,61,2025-03-16,False,False,WF-013,Bronze
C-000328,Thane,400602,F,37,2025-03-10,False,False,WF-019,Platinum
C-000329,Bengaluru,560001,M,54,2024-07-28,True,False,WF-029,Bronze
C-000330,Pune,411014,M,38,2026-01-09,False,False,WF-017,Bronze
C-000331,Thane,400607,F,34,2023-06-03,False,False,WF-019,Silver
C-000332,Pune,411038,F,55,2023-06-26,False,False,WF-016,Bronze
C-000333,Goa,403001,M,37,2024-12-29,False,True,WF-028,Silver
C-000334,Navi Mumbai,400709,M,46,2025-01-21,False,False,WF-024,Bronze
C-000335,Mumbai,400092,M,44,2025-01-24,False,False,WF-004,Gold
C-000336,Pune,411004,F,27,2023-06-07,False,False,WF-017,Silver
C-000337,Mumbai,400097,M,72,2025-03-28,False,False,WF-004,Bronze
C-000338,Thane,400602,F,44,2025-12-24,False,False,WF-019,Bronze
C-000339,Navi Mumbai,400703,F,51,2023-10-20,False,False,WF-025,Gold
C-000340,Navi Mumbai,400706,F,20,2024-08-29,False,False,WF-025,Bronze
C-000341,Mumbai,400064,F,33,2024-03-25,False,False,WF-012,Bronze
C-000342,Mumbai,400053,M,18,2023-05-13,False,False,WF-012,Gold
C-000343,Navi Mumbai,400703,F,46,2023-09-24,False,False,WF-025,Bronze
C-000344,Navi Mumbai,400703,M,28,2024-12-21,False,False,WF-024,Bronze
C-000345,Mumbai,400097,F,30,2023-08-14,False,False,WF-010,Bronze
C-000346,Nashik,422001,M,37,2023-12-18,False,False,WF-026,Bronze
C-000347,Mumbai,400050,M,38,2023-12-13,False,False,WF-004,Bronze
C-000348,Pune,411021,F,45,2025-05-09,False,False,WF-014,Bronze
C-000349,Nashik,422005,M,34,2024-10-19,False,False,WF-027,Bronze
C-000350,Nashik,422005,M,33,2023-08-30,False,False,WF-027,Silver
C-000351,Mumbai,400069,M,47,2025-03-28,False,False,WF-003,Silver
C-000352,Bengaluru,560001,M,18,2023-12-08,False,False,WF-030,Gold
C-000353,Mumbai,400072,F,40,2026-03-20,False,True,WF-005,Bronze
C-000354,Bengaluru,560034,M,45,2025-12-27,False,False,WF-029,Gold
C-000355,Nashik,422005,F,48,2023-10-10,False,False,WF-026,Bronze
C-000356,Bengaluru,560001,M,45,2026-02-12,True,False,WF-029,Bronze
C-000357,Mumbai,400076,M,46,2023-12-29,False,False,WF-004,Bronze
C-000358,Mumbai,400080,M,51,2024-05-21,False,False,WF-007,Bronze
C-000359,Mumbai,400050,M,45,2024-02-12,False,False,WF-012,Bronze
C-000360,Mumbai,400097,F,18,2026-04-29,True,False,WF-001,Bronze
C-000361,Thane,400601,F,39,2024-07-26,False,False,WF-019,Bronze
C-000362,Bengaluru,560034,M,31,2025-02-18,False,False,WF-029,Silver
C-000363,Mumbai,400069,F,56,2023-10-06,False,False,WF-006,Gold
C-000364,Bengaluru,560034,F,28,2025-02-04,False,False,WF-029,Bronze
