store_id,product_id,snapshot_date,stock_on_hand,reorder_point,is_out_of_stock,days_out_of_stock
WF-001,P-00132,2026-02-05,23,18,False,0
WF-001,P-00133,2026-02-05,113,20,False,0
WF-001,P-00134,2026-02-05,37,16,False,0
WF-001,P-00135,2026-02-05,0,25,True,1
WF-001,P-00136,2026-02-05,19,24,False,0
WF-001,P-00137,2026-02-05,14,24,False,0
WF-001,P-00138,2026-02-05,15,27,False,0
WF-001,P-00139,2026-02-05,151,15,False,0
WF-001,P-00140,2026-02-05,31,19,False,0
WF-001,P-00141,2026-02-05,54,22,False,0
WF-001,P-00142,2026-02-05,8,27,False,0
WF-001,P-00143,2026-02-05,30,25,False,0
WF-001,P-00144,2026-02-05,18,28,False,0
WF-001,P-00145,2026-02-05,36,24,False,0
WF-001,P-00146,2026-02-05,22,26,False,0
WF-001,P-00147,2026-02-05,11,22,False,0
WF-001,P-00148,2026-02-05,27,18,False,0
WF-001,P-00149,2026-02-05,12,23,False,0
WF-001,P-00150,2026-02-05,36,15,False,0
WF-001,P-00151,2026-02-05,67,16,False,0
WF-001,P-00152,2026-02-05,74,10,False,0
WF-001,P-00153,2026-02-05,13,25,False,0
WF-001,P-00154,2026-02-05,56,14,False,0
WF-001,P-00155,2026-02-05,13,24,False,0
WF-001,P-00156,2026-02-05,23,13,False,0
WF-001,P-00157,2026-02-05,5,29,False,0
WF-001,P-00158,2026-02-05,151,17,False,0
WF-001,P-00159,2026-02-05,58,29,False,0
WF-001,P-00160,2026-02-05,75,11,False,0
WF-001,P-00161,2026-02-05,5,16,False,0
WF-001,P-00162,2026-02-05,79,28,False,0
WF-001,P-00163,2026-02-05,3,21,False,0
WF-001,P-00164,2026-02-05,27,11,False,0
WF-001,P-00165,2026-02-05,16,27,False,0
WF-001,P-00166,2026-02-05,183,13,False,0
WF-001,P-00167,2026-02-05,60,16,False,0
WF-001,P-00168,2026-02-05,39,10,False,0
WF-001,P-00169,2026-02-05,1,26,False,0
WF-001,P-00170,2026-02-05,36,25,False,0
WF-001,P-00171,2026-02-05,53,29,False,0
WF-001,P-00172,2026-02-05,0,28,True,12
WF-001,P-00173,2026-02-05,37,11,False,0
WF-001,P-00174,2026-02-05,8,27,False,0
WF-001,P-00175,2026-02-05,69,24,False,0
WF-001,P-00176,2026-02-05,42,16,False,0
WF-001,P-00177,2026-02-05,6,17,False,0
WF-001,P-00178,2026-02-05,14,14,False,0
WF-001,P-00179,2026-02-05,26,23,False,0
WF-001,P-00180,2026-02-05,3,21,False,0
WF-001,P-00181,2026-02-05,6,23,False,0
WF-001,P-00182,2026-02-05,19,19,False,0
WF-001,P-00183,2026-02-05,20,29,False,0
WF-001,P-00184,2026-02-05,197,16,False,0
WF-001,P-00185,2026-02-05,4,10,False,0
WF-001,P-00186,2026-02-05,58,29,False,0
WF-001,P-00187,2026-02-05,61,27,False,0
WF-001,P-00188,2026-02-05,197,28,False,0
WF-001,P-00189,2026-02-05,261,19,False,0
WF-001,P-00190,2026-02-05,29,15,False,0
WF-001,P-00191,2026-02-05,47,27,False,0
WF-001,P-00192,2026-02-05,8,23,False,0
WF-001,P-00193,2026-02-05,174,21,False,0
WF-001,P-00194,2026-02-05,29,27,False,0
WF-001,P-00195,2026-02-05,1,13,False,0
WF-001,P-00196,2026-02-05,14,12,False,0
WF-001,P-00197,2026-02-05,0,12,True,5
WF-001,P-00198,2026-02-05,37,17,False,0
WF-001,P-00199,2026-02-05,22,26,False,0
WF-001,P-00200,2026-02-05,27,29,False,0
WF-002,P-00001,2026-02-05,7,25,False,0
WF-002,P-00002,2026-02-05,97,14,False,0
WF-002,P-00003,2026-02-05,17,20,False,0
WF-002,P-00004,2026-02-05,120,24,False,0
WF-002,P-00005,2026-02-05,23,21,False,0
WF-002,P-00006,2026-02-05,40,13,False,0
WF-002,P-00007,2026-02-05,60,21,False,0
WF-002,P-00008,2026-02-05,19,22,False,0
WF-002,P-00009,2026-02-05,23,20,False,0
WF-002,P-00010,2026-02-05,88,10,False,0
WF-002,P-00011,2026-02-05,10,22,False,0
WF-002,P-00012,2026-02-05,5,15,False,0
WF-002,P-00013,2026-02-05,22,16,False,0
WF-002,P-00014,2026-02-05,5,27,False,0
WF-002,P-00015,2026-02-05,13,18,False,0
WF-002,P-00016,2026-02-05,6,17,False,0
WF-002,P-00017,2026-02-05,21,12,False,0
WF-002,P-00018,2026-02-05,57,10,False,0
WF-002,P-00019,2026-02-05,35,24,False,0
WF-002,P-00020,2026-02-05,17,12,False,0
WF-002,P-00021,2026-02-05,0,15,True,3
WF-002,P-00022,2026-02-05,38,25,False,0
WF-002,P-00023,2026-02-05,66,10,False,0
WF-002,P-00024,2026-02-05,91,29,False,0
WF-002,P-00025,2026-02-05,61,14,False,0
WF-002,P-00026,2026-02-05,24,10,False,0
WF-002,P-00027,2026-02-05,30,15,False,0
WF-002,P-00028,2026-02-05,0,27,True,6
WF-002,P-00029,2026-02-05,2,14,False,0
WF-002,P-00030,2026-02-05,46,12,False,0
WF-002,P-00031,2026-02-05,2,14,False,0
WF-002,P-00032,2026-02-05,84,25,False,0
WF-002,P-00033,2026-02-05,93,11,False,0
WF-002,P-00034,2026-02-05,33,24,False,0
WF-002,P-00035,2026-02-05,50,24,False,0
WF-002,P-00036,2026-02-05,73,22,False,0
WF-002,P-00037,2026-02-05,28,10,False,0
WF-002,P-00038,2026-02-05,15,27,False,0
WF-002,P-00039,2026-02-05,154,10,False,0
WF-002,P-00040,2026-02-05,168,23,False,0
WF-002,P-00041,2026-02-05,36,19,False,0
WF-002,P-00042,2026-02-05,30,22,False,0
WF-002,P-00043,2026-02-05,97,10,False,0
WF-002,P-00044,2026-02-05,15,13,False,0
WF-002,P-00045,2026-02-05,4,24,False,0
WF-002,P-00046,2026-02-05,9,17,False,0
WF-002,P-00047,2026-02-05,15,18,False,0
WF-002,P-00048,2026-02-05,41,11,False,0
WF-002,P-00049,2026-02-05,20,14,False,0
WF-002,P-00050,2026-02-05,45,16,False,0
WF-002,P-00051,2026-02-05,46,22,False,0
WF-002,P-00052,2026-02-05,42,12,False,0
WF-002,P-00053,2026-02-05,19,24,False,0
WF-002,P-00054,2026-02-05,1,18,False,0
WF-002,P-00055,2026-02-05,50,24,False,0
WF-002,P-00056,2026-02-05,117,27,False,0
WF-002,P-00057,2026-02-05,40,17,False,0
WF-002,P-00058,2026-02-05,41,28,False,0
WF-002,P-00059,2026-02-05,0,20,True,2
WF-002,P-00060,2026-02-05,6,13,False,0
WF-002,P-00061,2026-02-05,80,19,False,0
WF-002,P-00062,2026-02-05,60,25,False,0
WF-002,P-00063,2026-02-05,164,18,False,0
WF-002,P-00064,2026-02-05,44,22,False,0
WF-002,P-00065,2026-02-05,25,21,False,0
WF-002,P-00066,2026-02-05,80,27,False,0
WF-002,P-00067,2026-02-05,19,11,False,0
WF-002,P-00068,2026-02-05,18,11,False,0
WF-002,P-00069,2026-02-05,6,22,False,0
WF-002,P-00070,2026-02-05,45,13,False,0
WF-002,P-00071,2026-02-05,41,19,False,0
WF-002,P-00072,2026-02-05,6,16,False,0
WF-002,P-00073,2026-02-05,48,18,False,0
WF-002,P-00074,2026-02-05,0,13,True,6
WF-002,P-00075,2026-02-05,17,15,False,0
WF-002,P-00076,2026-02-05,107,12,False,0
WF-002,P-00077,2026-02-05,109,24,False,0
WF-002,P-00078,2026-02-05,53,24,False,0
WF-002,P-00079,2026-02-05,66,16,False,0
WF-002,P-00080,2026-02-05,3,16,False,0
WF-002,P-00081,2026-02-05,47,15,False,0
WF-002,P-00082,2026-02-05,210,25,False,0
WF-002,P-00083,2026-02-05,138,17,False,0
WF-002,P-00084,2026-02-05,0,27,True,8
WF-002,P-00085,2026-02-05,75,11,False,0
WF-002,P-00086,2026-02-05,147,19,False,0
WF-002,P-00087,2026-02-05,11,17,False,0
WF-002,P-00088,2026-02-05,38,17,False,0
WF-002,P-00089,2026-02-05,9,24,False,0
WF-002,P-00090,2026-02-05,18,12,False,0
WF-002,P-00091,2026-02-05,36,21,False,0
WF-002,P-00092,2026-02-05,64,14,False,0
WF-002,P-00093,2026-02-05,48,26,False,0
WF-002,P-00094,2026-02-05,41,20,False,0
WF-002,P-00095,2026-02-05,3,18,False,0
WF-002,P-00096,2026-02-05,77,11,False,0
WF-002,P-00097,2026-02-05,52,28,False,0
WF-002,P-00098,2026-02-05,16,11,False,0
WF-002,P-00099,2026-02-05,3,17,False,0
WF-002,P-00100,2026-02-05,25,20,False,0
WF-002,P-00101,2026-02-05,0,22,True,6
WF-002,P-00102,2026-02-05,3,22,False,0
WF-002,P-00103,2026-02-05,12,28,False,0
WF-002,P-00104,2026-02-05,41,28,False,0
WF-002,P-00105,2026-02-05,48,10,False,0
WF-002,P-00106,2026-02-05,78,11,False,0
WF-002,P-00107,2026-02-05,8,11,False,0
WF-002,P-00108,2026-02-05,53,22,False,0
WF-002,P-00109,2026-02-05,6,27,False,0
WF-002,P-00110,2026-02-05,116,21,False,0
WF-002,P-00111,2026-02-05,11,24,False,0
WF-002,P-00112,2026-02-05,16,13,False,0
WF-002,P-00113,2026-02-05,69,24,False,0
WF-002,P-00114,2026-02-05,43,27,False,0
WF-002,P-00115,2026-02-05,19,15,False,0
WF-002,P-00116,2026-02-05,37,14,False,0
WF-002,P-00117,2026-02-05,12,28,False,0
WF-002,P-00118,2026-02-05,49,21,False,0
WF-002,P-00119,2026-02-05,88,16,False,0
WF-002,P-00120,2026-02-05,96,17,False,0
WF-002,P-00121,2026-02-05,0,29,True,11
WF-002,P-00122,2026-02-05,36,26,False,0
WF-002,P-00123,2026-02-05,156,28,False,0
WF-002,P-00124,2026-02-05,36,22,False,0
WF-002,P-00125,2026-02-05,6,12,False,0
WF-002,P-00126,2026-02-05,0,28,True,2
WF-002,P-00127,2026-02-05,8,10,False,0
WF-002,P-00128,2026-02-05,92,10,False,0
WF-002,P-00129,2026-02-05,140,26,False,0
WF-002,P-00130,2026-02-05,8,14,False,0
WF-002,P-00131,2026-02-05,4,25,False,0
WF-002,P-00132,2026-02-05,10,11,False,0
WF-002,P-00133,2026-02-05,3,23,False,0
WF-002,P-00134,2026-02-05,74,29,False,0
WF-002,P-00135,2026-02-05,1,22,False,0
WF-002,P-00136,2026-02-05,39,29,False,0
WF-002,P-00137,2026-02-05,21,22,False,0
WF-002,P-00138,2026-02-05,61,16,False,0
WF-002,P-00139,2026-02-05,37,23,False,0
WF-002,P-00140,2026-02-05,76,18,False,0
WF-002,P-00141,2026-02-05,19,17,False,0
WF-002,P-00142,2026-02-05,89,10,False,0
WF-002,P-00143,2026-02-05,7,12,False,0
WF-002,P-00144,2026-02-05,72,28,False,0
WF-002,P-00145,2026-02-05,166,25,False,0
WF-002,P-00146,2026-02-05,20,17,False,0
WF-002,P-00147,2026-02-05,3,28,False,0
WF-002,P-00148,2026-02-05,29,25,False,0
WF-002,P-00149,2026-02-05,56,25,False,0
WF-002,P-00150,2026-02-05,32,11,False,0
WF-002,P-00151,2026-02-05,25,23,False,0
WF-002,P-00152,2026-02-05,18,11,False,0
WF-002,P-00153,2026-02-05,125,17,False,0
WF-002,P-00154,2026-02-05,18,26,False,0
WF-002,P-00155,2026-02-05,46,18,False,0
WF-002,P-00156,2026-02-05,68,15,False,0
WF-002,P-00157,2026-02-05,3,18,False,0
WF-002,P-00158,2026-02-05,35,18,False,0
WF-002,P-00159,2026-02-05,32,23,False,0
WF-002,P-00160,2026-02-05,27,17,False,0
WF-002,P-00161,2026-02-05,87,25,False,0
WF-002,P-00162,2026-02-05,27,12,False,0
WF-002,P-00163,2026-02-05,165,23,False,0
WF-002,P-00164,2026-02-05,34,15,False,0
WF-002,P-00165,2026-02-05,10,28,False,0
WF-002,P-00166,2026-02-05,0,27,True,10
WF-002,P-00167,2026-02-05,1,11,False,0
WF-002,P-00168,2026-02-05,71,20,False,0
WF-002,P-00169,2026-02-05,130,15,False,0
WF-002,P-00170,2026-02-05,56,11,False,0
WF-002,P-00171,2026-02-05,43,20,False,0
WF-002,P-00172,2026-02-05,47,21,False,0
WF-002,P-00173,2026-02-05,101,23,False,0
WF-002,P-00174,2026-02-05,32,22,False,0
WF-002,P-00175,2026-02-05,8,29,False,0
WF-002,P-00176,2026-02-05,0,27,True,4
WF-002,P-00177,2026-02-05,6,19,False,0
WF-002,P-00178,2026-02-05,41,25,False,0
WF-002,P-00179,2026-02-05,0,28,True,9
WF-002,P-00180,2026-02-05,87,18,False,0
WF-002,P-00181,2026-02-05,9,13,False,0
WF-002,P-00182,2026-02-05,119,11,False,0
WF-002,P-00183,2026-02-05,0,18,True,6
WF-002,P-00184,2026-02-05,201,14,False,0
WF-002,P-00185,2026-02-05,21,18,False,0
WF-002,P-00186,2026-02-05,4,21,False,0
WF-002,P-00187,2026-02-05,20,18,False,0
WF-002,P-00188,2026-02-05,2,19,False,0
WF-002,P-00189,2026-02-05,32,29,False,0
WF-002,P-00190,2026-02-05,62,19,False,0
WF-002,P-00191,2026-02-05,2,19,False,0
WF-002,P-00192,2026-02-05,18,23,False,0
WF-002,P-00193,2026-02-05,57,17,False,0
WF-002,P-00194,2026-02-05,88,11,False,0
WF-002,P-00195,2026-02-05,2,27,False,0
WF-002,P-00196,2026-02-05,1,16,False,0
WF-002,P-00197,2026-02-05,0,21,True,5
WF-002,P-00198,2026-02-05,0,19,True,1
WF-002,P-00199,2026-02-05,6,15,False,0
WF-002,P-00200,2026-02-05,107,10,False,0
WF-003,P-00001,2026-02-05,127,18,False,0
WF-003,P-00002,2026-02-05,8,16,False,0
WF-003,P-00003,2026-02-05,135,25,False,0
WF-003,P-00004,2026-02-05,0,26,True,4
WF-003,P-00005,2026-02-05,21,26,False,0
WF-003,P-00006,2026-02-05,31,10,False,0
WF-003,P-00007,2026-02-05,20,24,False,0
WF-003,P-00008,2026-02-05,280,16,False,0
WF-003,P-00009,2026-02-05,19,27,False,0
WF-003,P-00010,2026-02-05,0,12,True,10
WF-003,P-00011,2026-02-05,33,28,False,0
WF-003,P-00012,2026-02-05,36,20,False,0
WF-003,P-00013,2026-02-05,14,23,False,0
WF-003,P-00014,2026-02-05,31,28,False,0
WF-003,P-00015,2026-02-05,1,23,False,0
WF-003,P-00016,2026-02-05,82,19,False,0
WF-003,P-00017,2026-02-05,3,24,False,0
WF-003,P-00018,2026-02-05,1,25,False,0
WF-003,P-00019,2026-02-05,7,28,False,0
WF-003,P-00020,2026-02-05,8,17,False,0
WF-003,P-00021,2026-02-05,5,27,False,0
WF-003,P-00022,2026-02-05,51,22,False,0
WF-003,P-00023,2026-02-05,14,15,False,0
WF-003,P-00024,2026-02-05,5,23,False,0
WF-003,P-00025,2026-02-05,34,11,False,0
WF-003,P-00026,2026-02-05,72,18,False,0
WF-003,P-00027,2026-02-05,31,22,False,0
WF-003,P-00028,2026-02-05,18,19,False,0
WF-003,P-00029,2026-02-05,205,17,False,0
WF-003,P-00030,2026-02-05,152,26,False,0
WF-003,P-00031,2026-02-05,0,21,True,10
WF-003,P-00032,2026-02-05,34,21,False,0
WF-003,P-00033,2026-02-05,8,24,False,0
WF-003,P-00034,2026-02-05,16,23,False,0
WF-003,P-00035,2026-02-05,7,11,False,0
WF-003,P-00036,2026-02-05,49,29,False,0
WF-003,P-00037,2026-02-05,90,15,False,0
WF-003,P-00038,2026-02-05,83,12,False,0
WF-003,P-00039,2026-02-05,0,21,True,10
WF-003,P-00040,2026-02-05,56,17,False,0
WF-003,P-00041,2026-02-05,0,24,True,8
WF-003,P-00042,2026-02-05,36,16,False,0
WF-003,P-00043,2026-02-05,19,16,False,0
WF-003,P-00044,2026-02-05,25,24,False,0
WF-003,P-00045,2026-02-05,26,25,False,0
WF-003,P-00046,2026-02-05,17,25,False,0
WF-003,P-00047,2026-02-05,174,13,False,0
WF-003,P-00048,2026-02-05,99,21,False,0
WF-003,P-00049,2026-02-05,4,26,False,0
WF-003,P-00050,2026-02-05,0,29,True,4
WF-003,P-00051,2026-02-05,92,20,False,0
WF-003,P-00052,2026-02-05,8,12,False,0
WF-003,P-00053,2026-02-05,28,20,False,0
WF-003,P-00054,2026-02-05,14,21,False,0
WF-003,P-00055,2026-02-05,15,11,False,0
WF-003,P-00056,2026-02-05,33,17,False,0
WF-003,P-00057,2026-02-05,87,25,False,0
WF-003,P-00058,2026-02-05,151,25,False,0
WF-003,P-00059,2026-02-05,38,12,False,0
WF-003,P-00060,2026-02-05,12,22,False,0
WF-003,P-00061,2026-02-05,3,27,False,0
WF-003,P-00062,2026-02-05,32,26,False,0
WF-003,P-00063,2026-02-05,12,15,False,0
WF-003,P-00064,2026-02-05,5,26,False,0
WF-003,P-00065,2026-02-05,21,16,False,0
WF-003,P-00066,2026-02-05,17,11,False,0
WF-003,P-00067,2026-02-05,15,26,False,0
WF-003,P-00068,2026-02-05,5,14,False,0
WF-003,P-00069,2026-02-05,23,20,False,0
WF-003,P-00070,2026-02-05,9,11,False,0
WF-003,P-00071,2026-02-05,53,24,False,0
WF-003,P-00072,2026-02-05,243,20,False,0
WF-003,P-00073,2026-02-05,88,13,False,0
WF-003,P-00074,2026-02-05,64,27,False,0
WF-003,P-00075,2026-02-05,6,28,False,0
WF-003,P-00076,2026-02-05,1,16,False,0
WF-003,P-00077,2026-02-05,0,18,True,1
WF-003,P-00078,2026-02-05,25,12,False,0
WF-003,P-00079,2026-02-05,35,23,False,0
WF-003,P-00080,2026-02-05,35,14,False,0
WF-003,P-00081,2026-02-05,52,28,False,0
WF-003,P-00082,2026-02-05,3,12,False,0
WF-003,P-00083,2026-02-05,4,26,False,0
WF-003,P-00084,2026-02-05,11,12,False,0
WF-003,P-00085,2026-02-05,216,10,False,0
WF-003,P-00086,2026-02-05,141,15,False,0
WF-003,P-00087,2026-02-05,29,12,False,0
WF-003,P-00088,2026-02-05,1,26,False,0
WF-003,P-00089,2026-02-05,7,22,False,0
WF-003,P-00090,2026-02-05,108,16,False,0
WF-003,P-00091,2026-02-05,9,15,False,0
WF-003,P-00092,2026-02-05,5,17,False,0
WF-003,P-00093,2026-02-05,53,24,False,0
WF-003,P-00094,2026-02-05,142,22,False,0
WF-003,P-00095,2026-02-05,12,19,False,0
WF-003,P-00096,2026-02-05,198,18,False,0
WF-003,P-00097,2026-02-05,18,28,False,0
WF-003,P-00098,2026-02-05,28,10,False,0
WF-003,P-00099,2026-02-05,144,23,False,0
WF-003,P-00100,2026-02-05,13,13,False,0
WF-003,P-00101,2026-02-05,6,18,False,0
WF-003,P-00102,2026-02-05,56,29,False,0
WF-003,P-00103,2026-02-05,27,28,False,0
WF-003,P-00104,2026-02-05,12,28,False,0
WF-003,P-00105,2026-02-05,14,22,False,0
WF-003,P-00106,2026-02-05,12,25,False,0
WF-003,P-00107,2026-02-05,0,27,True,9
WF-003,P-00108,2026-02-05,12,27,False,0
WF-003,P-00109,2026-02-05,26,27,False,0
WF-003,P-00110,2026-02-05,63,20,False,0
WF-003,P-00111,2026-02-05,14,16,False,0
WF-003,P-00112,2026-02-05,10,23,False,0
WF-003,P-00113,2026-02-05,27,12,False,0
WF-003,P-00114,2026-02-05,39,23,False,0
WF-003,P-00115,2026-02-05,4,23,False,0
WF-003,P-00116,2026-02-05,87,25,False,0
WF-003,P-00117,2026-02-05,42,13,False,0
WF-003,P-00118,2026-02-05,73,16,False,0
WF-003,P-00119,2026-02-05,93,25,False,0
WF-003,P-00120,2026-02-05,22,27,False,0
WF-003,P-00121,2026-02-05,31,28,False,0
WF-003,P-00122,2026-02-05,6,25,False,0
WF-003,P-00123,2026-02-05,25,20,False,0
WF-003,P-00124,2026-02-05,7,24,False,0
WF-003,P-00125,2026-02-05,46,19,False,0
WF-003,P-00126,2026-02-05,8,14,False,0
WF-003,P-00127,2026-02-05,53,24,False,0
WF-003,P-00128,2026-02-05,95,12,False,0
WF-003,P-00129,2026-02-05,3,23,False,0
WF-003,P-00130,2026-02-05,58,18,False,0
WF-003,P-00131,2026-02-05,24,29,False,0
WF-003,P-00132,2026-02-05,30,14,False,0
WF-003,P-00133,2026-02-05,95,18,False,0
WF-003,P-00134,2026-02-05,16,22,False,0
WF-003,P-00135,2026-02-05,26,11,False,0
WF-003,P-00136,2026-02-05,36,21,False,0
WF-003,P-00137,2026-02-05,80,19,False,0
WF-003,P-00138,2026-02-05,26,27,False,0
WF-003,P-00139,2026-02-05,60,14,False,0
WF-003,P-00140,2026-02-05,178,10,False,0
WF-003,P-00141,2026-02-05,35,12,False,0
WF-003,P-00142,2026-02-05,17,26,False,0
WF-003,P-00143,2026-02-05,44,16,False,0
WF-003,P-00144,2026-02-05,8,12,False,0
WF-003,P-00145,2026-02-05,10,28,False,0
WF-003,P-00146,2026-02-05,29,18,False,0
WF-003,P-00147,2026-02-05,10,11,False,0
WF-003,P-00148,2026-02-05,83,18,False,0
WF-003,P-00149,2026-02-05,58,17,False,0
WF-003,P-00150,2026-02-05,27,12,False,0
WF-003,P-00151,2026-02-05,10,16,False,0
WF-003,P-00152,2026-02-05,17,26,False,0
WF-003,P-00153,2026-02-05,24,13,False,0
WF-003,P-00154,2026-02-05,61,13,False,0
WF-003,P-00155,2026-02-05,26,19,False,0
WF-003,P-00156,2026-02-05,4,22,False,0
